4 ingredients
Candy, Chocolate, Sprinkles, Sugar

Part 1
Score: 18  Recipe: [('Candy', 3), ('Chocolate', 5), ('Sprinkles', 1), ('Sugar', 3)]
Score: 22032  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 16)]
Score: 23760  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 17)]
Score: 24840  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 18)]
Score: 25272  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 19)]
Score: 25056  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 20)]
Score: 24192  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 21)]
Score: 22680  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 22)]
Score: 20520  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 23)]
Score: 17712  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 24)]
Score: 14256  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 25)]
Score: 10152  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 26)]
Score: 5400  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 3), ('Sugar', 27)]
Score: 4608  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 12)]
Score: 10800  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 13)]
Score: 16128  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 14)]
Score: 20592  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 15)]
Score: 24192  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 16)]
Score: 26928  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 17)]
Score: 28800  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 18)]
Score: 29808  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 19)]
Score: 29952  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 20)]
Score: 29232  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 21)]
Score: 27648  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 22)]
Score: 25200  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 23)]
Score: 21888  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 24)]
Score: 17712  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 25)]
Score: 12672  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 26)]
Score: 6768  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 4), ('Sugar', 27)]
Score: 5400  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 13)]
Score: 12600  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 14)]
Score: 18720  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 15)]
Score: 23760  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 16)]
Score: 27720  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 17)]
Score: 30600  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 18)]
Score: 32400  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 19)]
Score: 33120  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 20)]
Score: 32760  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 21)]
Score: 31320  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 22)]
Score: 28800  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 23)]
Score: 25200  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 24)]
Score: 20520  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 25)]
Score: 14760  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 26)]
Score: 7920  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 5), ('Sugar', 27)]
Score: 6048  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 6), ('Sugar', 14)]
Score: 14040  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 6), ('Sugar', 15)]
Score: 20736  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 6), ('Sugar', 16)]
Score: 26136  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 6), ('Sugar', 17)]
Score: 30240  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 6), ('Sugar', 18)]
Score: 33048  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 6), ('Sugar', 19)]
Score: 34560  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 6), ('Sugar', 20)]
Score: 34776  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 6), ('Sugar', 21)]
Score: 33696  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 6), ('Sugar', 22)]
Score: 31320  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 6), ('Sugar', 23)]
Score: 27648  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 6), ('Sugar', 24)]
Score: 22680  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 6), ('Sugar', 25)]
Score: 16416  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 6), ('Sugar', 26)]
Score: 8856  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 6), ('Sugar', 27)]
Score: 6552  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 7), ('Sugar', 15)]
Score: 15120  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 7), ('Sugar', 16)]
Score: 22176  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 7), ('Sugar', 17)]
Score: 27720  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 7), ('Sugar', 18)]
Score: 31752  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 7), ('Sugar', 19)]
Score: 34272  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 7), ('Sugar', 20)]
Score: 35280  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 7), ('Sugar', 21)]
Score: 34776  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 7), ('Sugar', 22)]
Score: 32760  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 7), ('Sugar', 23)]
Score: 29232  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 7), ('Sugar', 24)]
Score: 24192  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 7), ('Sugar', 25)]
Score: 17640  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 7), ('Sugar', 26)]
Score: 9576  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 7), ('Sugar', 27)]
Score: 6912  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 8), ('Sugar', 16)]
Score: 15840  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 8), ('Sugar', 17)]
Score: 23040  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 8), ('Sugar', 18)]
Score: 28512  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 8), ('Sugar', 19)]
Score: 32256  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 8), ('Sugar', 20)]
Score: 34272  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 8), ('Sugar', 21)]
Score: 34560  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 8), ('Sugar', 22)]
Score: 33120  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 8), ('Sugar', 23)]
Score: 29952  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 8), ('Sugar', 24)]
Score: 25056  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 8), ('Sugar', 25)]
Score: 18432  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 8), ('Sugar', 26)]
Score: 10080  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 8), ('Sugar', 27)]
Score: 7128  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 9), ('Sugar', 17)]
Score: 16200  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 9), ('Sugar', 18)]
Score: 23328  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 9), ('Sugar', 19)]
Score: 28512  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 9), ('Sugar', 20)]
Score: 31752  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 9), ('Sugar', 21)]
Score: 33048  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 9), ('Sugar', 22)]
Score: 32400  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 9), ('Sugar', 23)]
Score: 29808  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 9), ('Sugar', 24)]
Score: 25272  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 9), ('Sugar', 25)]
Score: 18792  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 9), ('Sugar', 26)]
Score: 10368  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 9), ('Sugar', 27)]
Score: 7200  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 10), ('Sugar', 18)]
Score: 16200  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 10), ('Sugar', 19)]
Score: 23040  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 10), ('Sugar', 20)]
Score: 27720  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 10), ('Sugar', 21)]
Score: 30240  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 10), ('Sugar', 22)]
Score: 30600  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 10), ('Sugar', 23)]
Score: 28800  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 10), ('Sugar', 24)]
Score: 24840  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 10), ('Sugar', 25)]
Score: 18720  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 10), ('Sugar', 26)]
Score: 7128  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 11), ('Sugar', 19)]
Score: 15840  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 11), ('Sugar', 20)]
Score: 22176  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 11), ('Sugar', 21)]
Score: 26136  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 11), ('Sugar', 22)]
Score: 27720  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 11), ('Sugar', 23)]
Score: 26928  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 11), ('Sugar', 24)]
Score: 23760  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 11), ('Sugar', 25)]
Score: 6912  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 12), ('Sugar', 20)]
Score: 15120  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 12), ('Sugar', 21)]
Score: 20736  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 12), ('Sugar', 22)]
Score: 23760  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 12), ('Sugar', 23)]
Score: 24192  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 12), ('Sugar', 24)]
Score: 6552  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 13), ('Sugar', 21)]
Score: 14040  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 13), ('Sugar', 22)]
Score: 18720  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 13), ('Sugar', 23)]
Score: 6048  Recipe: [('Candy', 22), ('Chocolate', 42), ('Sprinkles', 14), ('Sugar', 22)]
Score: 708  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 9)]
Score: 1680  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 10)]
Score: 2544  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 11)]
Score: 3300  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 12)]
Score: 3948  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 13)]
Score: 4488  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 14)]
Score: 4920  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 15)]
Score: 5244  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 16)]
Score: 5460  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 17)]
Score: 5568  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 18)]
Score: 5568  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 19)]
Score: 5460  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 20)]
Score: 5244  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 21)]
Score: 4920  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 22)]
Score: 4488  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 23)]
Score: 3948  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 24)]
Score: 3300  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 25)]
Score: 2544  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 26)]
Score: 1680  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 27)]
Score: 708  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 1), ('Sugar', 28)]
Score: 1344  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 10)]
Score: 3180  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 11)]
Score: 4800  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 12)]
Score: 6204  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 13)]
Score: 7392  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 14)]
Score: 8364  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 15)]
Score: 9120  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 16)]
Score: 9660  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 17)]
Score: 9984  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 18)]
Score: 10092  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 19)]
Score: 9984  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 20)]
Score: 9660  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 21)]
Score: 9120  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 22)]
Score: 8364  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 23)]
Score: 7392  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 24)]
Score: 6204  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 25)]
Score: 4800  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 26)]
Score: 3180  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 27)]
Score: 1344  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 2), ('Sugar', 28)]
Score: 1908  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 11)]
Score: 4500  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 12)]
Score: 6768  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 13)]
Score: 8712  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 14)]
Score: 10332  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 15)]
Score: 11628  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 16)]
Score: 12600  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 17)]
Score: 13248  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 18)]
Score: 13572  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 19)]
Score: 13572  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 20)]
Score: 13248  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 21)]
Score: 12600  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 22)]
Score: 11628  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 23)]
Score: 10332  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 24)]
Score: 8712  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 25)]
Score: 6768  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 26)]
Score: 4500  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 27)]
Score: 1908  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 3), ('Sugar', 28)]
Score: 2400  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 12)]
Score: 5640  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 13)]
Score: 8448  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 14)]
Score: 10824  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 15)]
Score: 12768  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 16)]
Score: 14280  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 17)]
Score: 15360  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 18)]
Score: 16008  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 19)]
Score: 16224  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 20)]
Score: 16008  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 21)]
Score: 15360  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 22)]
Score: 14280  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 23)]
Score: 12768  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 24)]
Score: 10824  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 25)]
Score: 8448  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 26)]
Score: 5640  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 27)]
Score: 2400  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 4), ('Sugar', 28)]
Score: 2820  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 13)]
Score: 6600  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 14)]
Score: 9840  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 15)]
Score: 12540  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 16)]
Score: 14700  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 17)]
Score: 16320  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 18)]
Score: 17400  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 19)]
Score: 17940  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 20)]
Score: 17940  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 21)]
Score: 17400  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 22)]
Score: 16320  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 23)]
Score: 14700  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 24)]
Score: 12540  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 25)]
Score: 9840  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 26)]
Score: 6600  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 27)]
Score: 2820  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 5), ('Sugar', 28)]
Score: 3168  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 14)]
Score: 7380  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 15)]
Score: 10944  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 16)]
Score: 13860  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 17)]
Score: 16128  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 18)]
Score: 17748  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 19)]
Score: 18720  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 20)]
Score: 19044  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 21)]
Score: 18720  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 22)]
Score: 17748  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 23)]
Score: 16128  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 24)]
Score: 13860  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 25)]
Score: 10944  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 26)]
Score: 7380  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 27)]
Score: 3168  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 6), ('Sugar', 28)]
Score: 3444  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 7), ('Sugar', 15)]
Score: 7980  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 7), ('Sugar', 16)]
Score: 11760  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 7), ('Sugar', 17)]
Score: 14784  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 7), ('Sugar', 18)]
Score: 17052  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 7), ('Sugar', 19)]
Score: 18564  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 7), ('Sugar', 20)]
Score: 19320  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 7), ('Sugar', 21)]
Score: 19320  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 7), ('Sugar', 22)]
Score: 18564  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 7), ('Sugar', 23)]
Score: 17052  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 7), ('Sugar', 24)]
Score: 14784  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 7), ('Sugar', 25)]
Score: 11760  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 7), ('Sugar', 26)]
Score: 7980  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 7), ('Sugar', 27)]
Score: 3444  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 7), ('Sugar', 28)]
Score: 3648  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 8), ('Sugar', 16)]
Score: 8400  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 8), ('Sugar', 17)]
Score: 12288  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 8), ('Sugar', 18)]
Score: 15312  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 8), ('Sugar', 19)]
Score: 17472  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 8), ('Sugar', 20)]
Score: 18768  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 8), ('Sugar', 21)]
Score: 19200  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 8), ('Sugar', 22)]
Score: 18768  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 8), ('Sugar', 23)]
Score: 17472  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 8), ('Sugar', 24)]
Score: 15312  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 8), ('Sugar', 25)]
Score: 12288  Recipe: [('Candy', 22), ('Chocolate', 43), ('Sprinkles', 8), ('Sugar', 26)]
